Kommentaari ID,Kommentaar,Meelsus
287,5+ firma. Tellisin online telefoni. Järgmine päev võeti ühendust ja pandi teele. Tavapärasele ELS-ile eelistasin Cargot ja nemad olid sellega nõus. Sain kauba järgmisel päeval kätte.,Positiivne
291,"Tellisin mälud, tellimus täideti  nädala jooksul, teavitati sellest e mailiga, käisin ise poest ära toomas. Asi toimib. Olen rahul. Hinnad on head.",Positiivne
293,"tellisin sealt 40"" Samsung LE40A556‏, ese oli lubatud ajaks kohal ja paberid korras... ;)",Positiivne
295,Tellitud kaup lubatud ajaks ilusti kohal. ,Positiivne
296,"Sai telefon ostetud, millel oli parim hind Eestis. Kena müüja, hea suhtumine- väga rahul!",Positiivne
301,"Mõistlikud inimesed ja väga kiire teenindus. Kui vaja järgmist sülearvutit, ostan kindlasti sealt.",Positiivne
303,"Tellisin Nvidia Geforce MSI 8800GT OC ning Ocz rammid. Esmaspäeval sain kirja ning samal päeval ka kandsin üle. Täna jõudis kohale(reedel). Kõik töötab ilusti, ainult et ootasin teise välimusega mudelit. E-poes oli hoopis teine pilt. Võiks ikka õiged pildid panna.",Positiivne
307,"Igati meeldiv koht, soovitan.",Positiivne
308,"Tellisin nende e-poest LCD monitori ja kõik sujus valutult ja väga kiiresti, kaup toodi ELS-iga +80eek Ning mis peamine, monitor on hea :) 2232BW",Positiivne
309,"Kuna Digizone'i hinnad on tõepoolest väga head, siis otsustasin neilt tellida Sansa Express MP3 mängija. Kuigi kaup oli lubatud tarneajaga (antud juhul 12 päeva) nende kontoris kohal, jäi üht-teist siiski kripeldama. Seda siis kliendisuhtluse ja kauba kättesaamise kohapealt. ",Negatiivne
310,hmm oli soov tellida toide endale sealsest e-poest kuid kuna nende tootekataloog on paksult vigu täis (või siis väheamsti toodetele millest mina huvitatud olen) jätan tellimise ära ja ei julge soovitada. Või siis vähemasti kontrollida toode eelnevalt üle.,Negatiivne
311,"Pood oli lahti 18:00´ni, aga sai tellitud poole seitsme aeg - kaup oli järgmine hommiku koduukse taga postiljoniga toodult(kuigi ma teises Eesti otsas)",Positiivne
312,"Osad asjad on tõesti odavad ning kvaliteetsed,kuid arvutid on oma 3-4 tonni hinnaga üle pandud.",Neutraalne
313,"Kui isegi venelased,kellega peaks ATF'il olema väga soojad suhted,kurdavad teeninduse üle..",Negatiivne
314,"KillerXP, kahjuks meil on üle 100000 kaubad ja käsitsi me seda ei saa kontrollida. Aga lähaajal on plaanis teha kataloogis muudused, et vigu saaks enam.",Neutraalne
316,"Head hinnad, kiire teenus - soovitan :)",Positiivne
317,"Tellisin fotoka 7. juulil, täna, 13. kohal, mul hea meel. kõik oli kena ja kiire ja korralik. ja jube odav ka. Soovitan!",Positiivne
318,Me like. :) Kiired poisid ja korralik kaup! (Y),Positiivne
323,Tellisin 14.07 ja sain kätte juba 16.07 hommikul !,Positiivne
324,"Ostsin sealt kaamera. Kõik oli suurepärane. Teenindus meeldiv, hind parim, e-mailidele vastatakse paarikümne minuti jooksul. Soovitan!",Positiivne
325,"Väga viis asi ju, kartsin kyll kommentaaride pärast et läheb kaua ja ei tea mida, aga neljapäeval tellisin :P saatsin kirja: palun pange nii kiiresti kui saate posti, ja laupäeval ehk täna ommikul peale 9at veits kõne: Helistan teile ELS'st ja tahaksin tuua teile pakki, mina nagu ülihäppi :D tooge tooge :D",Positiivne
333,"Mnjah... olen neilt ainult komponente tellinud ning siiani rahule jäänud... ka garantiiga. Kes krt HV'st ei suuda ise arvutit konfida (tagumine ventilaator ei töötanud... irw) ostku juustud ML valmiskomplektid ja halage edasi, tegijatel juhtub möndagi... ning need, kes ventilaatoritki ei suuda käivitada on HV-välised!",Positiivne
334,tahad osta mul on paar protsessorit 1990-2000 muide su kollektsioon on v2ga v6imas,Positiivne
335,Tellisin mälupulga ja pakk tuli ilusti kohale ning ohoo mida pakutakse. Kaspersky teeb reklaami ning on pannud ühe kondoomi pakki :d,Positiivne
336,huvitav et kuidas on seda kohta ültse võimalik ülesse leida kui mitte kusagil pole ühtegi viita et kus se kauplus ültse asub???,Neutraalne
337,"Otsin sealt endale arvuti , väga hea teenindus oli ja soovitan ka teistelegi",Positiivne
339,"Hetkel olen tellinud 2 asja, kõik töötab hästi, viimase kauba oleks 1 päevaga kätte saanud kui Eesti Post poleks aadressi valesti kirja pannud, muidu viis pluss firma hindade poolest, klienditeenindusega pole probleeme olnud veel.",Positiivne
341,"Lähed seal läbi mingi tunnelisarnaseasjanduse seal peaks olema veel mingi turvamees oma putkas paremal. Pood ise natuke edasi, vasakule uksest sisse ja trepist veidike üles uuesti vasakule ja seal kusagil(vist oli nii, pole ammu käind)",Neutraalne
344,"Väga sujuvalt kõik läks-helistasin, küsisin toodet, öeldi, et homme helistatakse tagasi kui saabub, helistati enne lõunat juba, läksin kohale, kuna sularaha ei olnud ja ei märganud ka võtta, siis tegin seal arvutis hansa.netist ülekande ja asi ok väga rahul.",Neutraalne
345,Väga positiivne ostukogemus.  Kirjadele vastati  kiiresti. Kauba sain ruttu kätte. Soovitan!,Neutraalne
346,Kogu minu arvamus selle firma kohta asub aadressil:,Negatiivne
348,"kas siis kui on kirjas , et 1 tp , on soovitav tellida ?",Neutraalne
351,"Sellest hetkest alates, kui mulle komplekteeriti arvuti valesti ning võltsiti arvet, suurendades ""kavalalt"" kõvaketta hinda, et tasa teha sisse pandud odavama emaplaadi oma ja et kokku tuleks ikka sama hind, mis algsel hinnapakkumisel, ei taha nende firmasse enam jalga tõsta ja ei soovita seda mitte kellelegi. Emaplaadi väljavahetamine (nimelt sellel odavamal ei olnud võrgupesagi, tänu millele saingi jaole, muidu olekski võib-olla asi kuid või aastaid märkamatuks jäänud) võttis ka neil aega terve kuu. Mitte mingit vabandust, juhm nägu klienditeenindajal. Arvamus - täielik null. Eemale hoida iga hinnaga (mis ei ole sugugi madalaim Eestis, nagu reklaamitud).",Negatiivne
352,"paar aastat tagasi sai ka peaaegu et terve kast ostetud ATF-st. lasin tellida kohapeale. kõik komponendid jõudsid kohale õigeaegselt. kui neile järgi läksin, nägin kohapeal riiulis oma tellitud vidinaid ja näitasin näpuga et need peksid minu omad olema. lahkelt andsid pakid kätte.     ",Positiivne
353,"Head hinnad, korralik teenindus. Tellisin monitoori - sain katte jargmisel paeval.",Neutraalne
354,"Head hinnad, korralik teenindus. Tellisin monitoori - sain katte jargmisel paeval.",Positiivne
355,"Ostsin fotoaparaadi, jäin kaubaga väga rahul. Sain kaubapeale ka kingituse!!! ",Positiivne
357,"Kahjuks on tegu väga ebastabiilse ja ettearvamatu teenindusega. Esimesed paar tellimust tulid üle ootuste ruttu kohale. Nüüd on juba teine ämber järjest kolisemas. Kusagil augusti keskel tellisin Corsairi mälud. Laoseis näitas 4 komplekti olemasolu, vormistasin tellimuse koos ühe teise olulise detailiga, mida vajasin kiiresti. Tellimuse staatus näitas, et kõik on korras ja kaup pandi teele. Kohale saabus ainult see teine jubin, alles järgmisel päeval sain meili, et mälusid kahjuks pole võimalik tarnida või otisgu ma asendustoode. Asendustoodet ma loomulikult nende kataloogist ei leidnud. Olin kaotanud sisuliselt nädala ja pidin asuma uuesti vajalikku mälukomplekti otsima. Seekord tellisin inglismaalt ja sain kätte 3 päevaga. OX'ist tellitud ja mittetarnitud mälude eest pidin raha ise nädal aega hiljem tagasi kauplema.",Neutraalne
358,"1. Asi on selles, et meil on automaatne süsteem, mis näitab laoseisu tellimuse tegemise hetkel. Meie töötajad tellivad selle kauba tellimuse tegemisele järgneva tööpäeva kestel ja mõnikord või selle kahe toimingu vahele jääda päris pikk ajavahemik. Selle aja jooksul võib laoseis nulliks muutuda. See oli siis mäluga juhtunud aps.",Neutraalne
359,"Hinnkirjas neil palju eksootilist kauppa (Eesti hulgiladudes ei ole), mida teised firmad ei paku. Tellisin sealt, eksootilise kaubaga läks natuke rohkem aega, sain ilusti kätte ja probleeme ei olnud.",Neutraalne
365,"Ox.ee on üks imelik firma. Nad on teinud valmis endale kena kodulehe. Samuti tarnivad kaupa tasuta kliendini, kuid pean nõustuma mõningate eelpoolkõnelejatega, et tarneaegadest kinnipidamisega on raskusi. Saan aru, kõigil juhtub, kuid teavitus siis meilile või kõne telefonile oleks tervitatav. Ning SOOJALT SOOVITAN KORISTADA ÄRA SEE TARNEAEG LAOS OLEVATEL KAUPADEL 3-7 PÄEVA. Kui kättetoimetamine enne 7't päeva ei toimu niikuinii. ",Neutraalne
366,"koputaja, kas jutt on augusti lõppu - septembri alguse kohta?",Neutraalne
367,"Ostsin arvutikomplekti, raha kätte, kast kätte, vehkat. Väga super oli see, et monitorita sai osta ja keegi polnud seda arvutit veel vistaga saastanud :)",Positiivne
370,"Väga head hinnad, teenindus toimib, kõik oli väga ok.",Positiivne
372,"Hea teenindus, kaup kiirelt kätte.",Positiivne
373,Teenindus oli väga kiire ja meeldiv.,Positiivne
374,"Kaks korda olen tellinud kraami, mõlemal korral olen rahule jäänud! Suur pluss on tasuta kojutoomine ja hea kaubavalik.",Positiivne
375,"Mis kullerteenust küll OX.ee kasutab, ei tea, aga nõuab otsest kontakti tellijaga et kaup üle anda.(postkasti teadet ei jääta) Seega peab põhimõtteliselt kasvõi teise linna järele minema... :P",Neutraalne
377,"Kuidas võimalik et kõigil teistel firmadel selles majas kaardimakseterminal olemas, kuid neil ainukesena seda ei ole, IT pood ikkagi!",Neutraalne
378,"Tellisin printeri, tellimisest kuni kauba kättesaamiseni kulus 2,5h :o , uskumatu aga tõsi, teine tellitud asi tuli ka lubatud aja raames kohale.",Positiivne
379,Tellisin septembri algul 2 produkti ox.ee'st,Negatiivne
380,Sain 1) tunni jooksul vastuse küsimusele elektronposti teel 2) neljapäeval tellitud kauba laupäeval kojutoomisega kätte ja hea hinnaga ka veel.,Positiivne
382,Igati positiivne kogemus digikaamera ostmisel. Tartust Tallinnasse kaup kätte alla 24 tunni.,Positiivne
383,"Tellisin kauba neljapäeval, maksin raha ja lootsin, et kaup jõuab varsti kohale, aga täna saabus teade, et kaupa pole.",Positiivne
385,"Olen tellinud sealt kaupa kolmel korral. Kui esimesel kahel korral täitsid nad tellimuse oma lubatud 10 päeva piires, see tähendab, et 10 päeval alles saadeti kaup välja. Siis kolmandal korral on asi positiivsemaks muutunud. Ainult paar päeva läks aega. Kuigi kiirust võiks tõsta. Tilk tõrva ka meepotti. Kuller ei suvatsegi helistada, et nüüd on pakk kohal. See läheb 95% ulatuses DPD kapsaaeda. Eks edaspidi siis rõhutatakse loodetavasti helistamise tähtsust. Seega sel korral hindeks 4, kuid pole kaugel hindest 5.",Positiivne
386,"Väga hea ,pole probleeme olnud. Internetipoe kaudu ostetud juba 4 korda ning pole kordagi mingeid probleeme olnud.",Positiivne
387,"Sai headset tellitud. Lubatud 7 päeva asemel läks aega 8, muidu normaalne.",Positiivne
389,Sai ka soetatud sellest firmast pihuarvuti. Hinna üle sai väga hästi kaubelda. Toode oli samuti ilus ja korralik. Transport toimus ELS kullerteenusega. Neljapäeval saabus toode ATFi ning reedel kell 10 oli asi juba minu käes Tartus.,Positiivne
390,Korduvad positiivsed kogemused. Kaup toodi kohale kiirelt ja hea hinaga.,Positiivne
391,"Pühapäeval kella 18 ajal tellisin neti kaudu mälud. Sama õhtu 00.00 ajaks tuli arve mailile, tasusin kohe ära. Teisipäeva hommikul kell 10 oli kuller mäludega Tartumaal ukse taga. Väga viis.",Positiivne
393,"Olen tellinud OX.ee'st paar korda. Suvel kunagi sai Patriot mälud tellitud ja nüüd täna sain kätte SteelSeries kõrvaklapid. 3 päeva tagasi sai tellimus sisse antud ja täna käes. Läksin küll ise järgi, kuna ei suutnud järgmist päeva oodata, millal kuller oleks need toonud :P Mul on igatahes hea meel sellest firmast edaspidigi tellida. Koduleht on ka juba vägagi kobeda väljanägemisega. Edu!",Positiivne
394,Taaskord jälle ostetud siit üht-koma teist aja jooksul ja siiani probleemivaba kauplemine jätkub. Kõik toimib nii nagu vaja ja kiiresti. Soovitan jätkuvalt.,Positiivne
398,"Ostsin hiire, tasusin arve, aga kas nad tegelevad sellega, kui kaua läheb, kas on seda laos/Eestis, ei saa teada. Mõtlesin teha seda hiirt jõulukingiks, aga kahjuks ei saa.",Neutraalne
399,"Tundub, et email ei tulnud läbi ja sellepärast viivitus.",Neutraalne
400,"Väga hea!Tegin tellimuse kell 18.00 sülearvuti kottile ja kohale jõudis juba järgmine päev kell 15.00.Toodi kohe uksepeale,kaup korralik ja tasuta kohaletoimetus super 5+",Positiivne
401,"Väga asjalik koht. Hea hind (häbi EMT-le tema ""sooduspakkumistega""!), arve saabus meili peale tunni jooksul ning ELS abiga oli telefon käes tellimuse esitamisest 24 tundi hiljem. Soovitan teistelegi.",Positiivne
403,"Vist ainuke firma Eestis, kelle tootekataloogis leiduvad esindatud brändide vaid kvaliteetmudelid. Ja veel soodsama hinnaga kui konkurentidel :)",Positiivne
404,"Täiesti nõus dubow'ga. Hinnad on head, aga vaatasin 3-4 asja üle ja toodet lihtsalt pole. Mõtetu ju. Võtku need tooted siis üldse maha nimekirjast. Samas usun, et need kes on oma toote sealt leidnud on ka rahul.",Negatiivne
405,"Lisaks vahelduseks ka ühe veidi positiivsema kommentaari. Ostsin sealt läpaka. Alguses oli küll veidi segadust, sest esimeses kohas oli soovitud mudel olemas, kuid pakendi kleeps oli lõhutud ning taaskleebitud. Igaks juhuks nõudsin sisu näidata ja kohe oli aru saada, et asi varem lahti käinud. Läpaka must läikiv pind oli paksult käejälgi täis ja ühest nurgast avastasin korraliku kukkumisjälje. Seepeale küsisin, et kas neil on mõnes salongis täiesti avamata pakendit. Helistati ja saadeti järgmisse kohta, kus küll oli antud mark olemas aga vale mudel. Kolmandas kohas lõpuks leiti see õige mudel ja tehti isegi 500.- alet. Kokkuvõttes jäin rahule, ringisõidetud aja ja bensukulu tasuti. Noh, lõpp hea kõik hea 4p :)",Positiivne
408,"Head hinnad, kuid teenindus ja garantii nullib selle.",Neutraalne
411,Nõustun Inteliga. Garantiiga on alati mingi kamm =/,Negatiivne
413,"Morris, öelge palun oma tellimuse number. Me ei tea millise tellimusega võiks tegu olla. Aitäh.",Neutraalne
414,"Parim läpparite pood Eestis! Ei teagi teist sellist, kes konkureeriks flexiga.",Positiivne
415,"Miks see monitor (Samsung 22"" LCD SyncMaster T220) maksab siin 2895, aga teil koduleheküljel 2990?",Neutraalne
418,"Esialgu tundus nendega kõik tore, hinnad tõesti väga head, nemad ainult eriti tarnida ei taha, kiiremini saab kätte kui ise järgi minna. Müüsid meile samsungi printer/kombaini, üldse ei teavitanud, et ainult vene keelsed need tulevad tarnijalt, mina eeldasin et eesti riigis vaikimisi ikka vene keelseid ei saaa, oleks võinud teavitada ja meie klilent nüüd pole rahul selle vene keelsega, Fauni tagasi ka ei võta, niiet väga ebasõbralikud. Teine halb kogemus veel: tellisin pocketitele lisaakud, pidid kuu aja pärqast saabuma ja lubati sisi helistada, lõpuks helistasin ise 1 kuu möödudes öeldi et venib tarne ja lõpuks kui oli juba  mitu kuud möödas teatati, et enam ülde pole lootust saadagi. no tere tore, niimoodi müüakse, hea et enne tellimist veel me ära ei pidand maksma. Enam sealt ei viitsi küll tellida, suhtumine ikka konarlik",Negatiivne
420,Väga vilets ajaajamine! Tarneaegadest kinni ei peeta. Tarneviivitustest teatatakse alles siis kui ise asja uurid. ,Negatiivne
421,"Paar korda seal käinud, esimene kord oli enam vähem, teisel korral ostsin hiire.",Negatiivne
422,Tellisin jahuti. Toodi järgmisel päeval kohale.,Positiivne
423,"Kiire ning meeldiv teenindus, kaup jõudis enne lubatut tähtaega kohale. 5+",Positiivne
424,"Koduleht väga hea, liigub kiiresti, teenindus on tasemal ja asjad on jõudnud kohale õigeaegselt.",Neutraalne
425,"Koduleht väga hea, liigub kiiresti, teenindus on tasemal ja asjad on jõudnud kohale õigeaegselt.",Positiivne
428,"2x käinud kristiine keskuse omas, SATA data kaablit pole, hiire uiske ka mitte.",Negatiivne
430,"Ammu sai seal kord käidud ja siiani hea mulje. Kiire, abivalmis teenindus. ",Positiivne
431,"Hinnad head, aga ka kõik, teenindus ja transport jätavad soovida.",Negatiivne
437,"väga head hinnad, kiire ja konkreetne teenindus, toide läks garantiise, tuli tagasi lubatud ajal, ja kui helistati ja öeldi et pakk on kohal, lasin saata koju postiga, ja järgmine hommik oli juba kuller ukse taga, ainuke miinus tõesti on, et neil kohapeal väga vähe asju on, aga kiire ja hea teenindus teeb selle tasa",Positiivne
439,"Siiamaani on kõik sujuvalt käinud, tarnetähtaegadest kinni peetud ja kaup õige.",Positiivne
440,"Sai tellitud PSU ja GPU. Mõlemad jõudsid päev pärast ""täitmise tähtaega"" kohale. (kulleri tõttu lisapäev)",Positiivne
445,"Enam vähem, kaup oli korralikult pakendatud, ainult toode mis sain oli teistsugune kui pakutav pilt. Toode ise oli korralik ja toimis. Toode sisult oli sama mis REDSETTER.",Positiivne
446,"Tellisin 14.08.2009 graafikajahutuse,kõrvaklapid,termopasta ja 2 venti.Ainuke asi mille olen kätte saanud,on termopasta - see tuli küll kiiresti.Teiste asjade tarne lükati 19-ndal edasi 28-nda peale. 28.08 sain rõõmustava meili,kus teatati,et kaup saabus lattu (graafikajahutus ja klapid). 03.09 saatsin ise meili,kus küsisin teavet oma tellimuse staatuse kohta.Vastati 2 meiliga.Üks lükkas tellimust edasi 10.09.2009 peale ja teises soovitati otsida asenduskaubad,kuna toimus tellimuse edasilükkumine. Täna on juba 12.08.2009 ja ma ei ole saanud ei kaupa ega ka teavet.Minu saadetud meilile,kus ma pakkusin välja,et saatku siis lattu jõudnud kaupgi mulle ära,ei vastatud.Lähipäevil saadan uue meili,eks näis,mis siis saab.",Neutraalne
447,"Väga meeldiv teenindus, head hinnad, korralik pakkimine ning mainimata ei saa ka jätta tasuta ja kiiret transporti üle Eesti. ",Positiivne
448,"Pean kinnitama Andrese juttu, sõitsin lolli peaga head hinda nähes kohe kohale ja seal selgus, et antud toodet (emaplaat) ei ole ega tule kah lubatud hinnaga. oleksin pidanud enne kommentaare lugema kui aega/bensiini raiskama läksin. Riigikeelega on seal ""arvutisalongis"" samuti raske hakkama saada. Ei soovita!",Negatiivne
449,"Lõpuks sain kauba kätte - üle kuu hiljem,kui tellisin.Mina igaljuhul ox.ist enam ei telli.Ei taha ootamisega halle karvu juurde saada.",Negatiivne
450,"Tõsiselt hea koht. Hea teenindus, suur valik telefone ja lisavarustust, head hinnad. Eriti tarvikutel. Soovitan!",Positiivne
451,"asja ostes on kõik tipp-topp,",Negatiivne
452,"Väga hea teenindus, hinnad ja info kättesaadavus. Tellisin Sony KDL-40W5500 teleri reedel ja esmaspäeval oli kenasti käes. Olen rahul.",Positiivne
453,Olen tellinud ox.ee-st mitmeid asju ning alati on kõik kiiresti ja probleemideta kohale jõudnud. Eriti meeldiv on ka tasuta kohaletoimetamine ning boonussüsteem.,Positiivne
455,"
korpus antec three-hundred",Neutraalne
457,"Head hinnad, asub korralikus kandis(kodu kõrval) ja paljud asjad kohapeal olemas.",Positiivne
458,"Sai tellitud kõvaketas. Läks aega, aga ikka kohale ei jõudnud, küll öeldi, et jõuab järgmine päev, aga tegelikult mitte. Vähemalt saadavad raha kiiresti tagasi.",Neutraalne
459,"Imelik värk nendel kirjas ,et mälud 270 kr aga tegelt pole oelmas sellist neil.",Negatiivne
463,Ebanormaalselt kiire ja asjalik teenindus. Tellisin tööpäeva lõpus fotoaparaadi ja suudeti tarnida se järgmiseks varahommikuks ilusti Tartust Tallinna ja parima hinnaga mis leidsin.,Positiivne
469,Digizone teeninduse ja kaubaga olen väga rahul. Tellimisel kaup käes 10 päevaga:),Positiivne
470,"Tegin eelmise aasta lõpus nende internetipoest esmakordselt tellimuse. Siiani pole kaup kohale jõudnud - väidavad, et maaletooja pole suutnud toodet tarnida. Võimalik, et olen teiste firmade poolt ära hellitatud, aga kuu aega ühe komponendi taga oodata ei anna. Pean positiivse poolena tõdema, et olen e-kirjadele võrdlemisi kiiresti vastuse saanud ja pakuti võimalust raha tagastada (mida nüüd vist palungi - loodan, et selle ""tarneaeg"" on pisut kiirem ;) ). Juhul kui selline tarneaeg on neile tavapärane, siis võiks vastavatele toodetele märge teha, et kaua orienteeruvalt nende tellimisega aega võib minna (nagu mõndades teistes e-poodides tehtud on) - vastasel juhul eeldaks pisut lühemat aega.",Neutraalne
471,Ostsin 2 nädalat tagasi Klicki e-poest mobiiltelefoni Nokia 5800 ,Neutraalne
473,"Teenindus tip-top, kuid kahjuks arvuti ei olnud järgi minnes see milles me kokku leppinud olime. Sülearvutis oli graafikakaardi asemel integreeritud graafika(ATI 3650 asemel Intel 4500). Seda sain ma ka alles arve pealt teada, keegi mulle seda ei öelnud. Kuna oli juba kaugelt järele tuldud ja aega enam muuta ei olnud, siis võtsin arvuti ära.",Neutraalne
475,Olen ostnud Kermetist mitu telefoni. Hinnad on tõesti head ning teenindus kliendisõbralik. ,Positiivne
476,täiesti mõttetu praht!,Negatiivne
477,miks eestis on laptopide turul nii palju solkijaid!? mõttetu... ,Neutraalne
479,Aeg on teinud korrektuurid hindade suhtes.,Positiivne
482,"Avastasin, et väga raske on leida kvaliteetset 140x140mm ventikat Eesti arvutipoodidest, kuid Modikompist leidsin neid lausa tosin erinevat varianti.",Positiivne
483,"Sama kogemus, mis paaril eelmisel kasutajal selle poega:",Negatiivne
484,Väga head hinnad ja tõsiselt kiire teenindus. Kaup korralik ja aus.,Positiivne
485,"Hinnad normaliseerunud ja palju kaupa, mida igast eesti IT poest ei saa.",Positiivne
486,"Teenus ise OK, aga Klienditeenindus jätab kõvasti soovida! Ei mõista nemad et ei ole võmalik 0 kroonist pangaülekannet teha!",Negatiivne
488,Minu kogemus kehvapoolne - suhtumine jätab soovida! Üks tegelastest on eriti üleolev ja ebaviisakas.. Aga kauba (hea hinnaga) sain pärast pikka ootamist siiski kätte.,Neutraalne
489,Esmaklassiline teenus. Kõik sujus ladusalt. Väga rahul. Aitäh Modikompile!,Positiivne
490,Aitäh Modikompile!5+++++++++++++,Positiivne
491,Tänu ModiKomp-le sain eksklusiivseid tooteid oma arvutile! Tarneajad head! Hinnad head! Aare Kärner soovin edu ja jaksu! Aleksei,Positiivne
492,"Head hinnad , palju kaupa , suurepärane teenus.",Positiivne
494,Ostsin protsessori. Sain soodsamalt ja kaup toimetati kiirelt kätte. Teenindusega olen ka rahul. Soovitan.,Positiivne
495,Kaup alati olnud igati korralik ja kõik nii nagu kokkulepitud.,Positiivne
496,Sai tellitud nipet näpet. Väga viis teeninuds on :),Positiivne
497,kõik 5+  sai tellitud telekas ja kõik käis kähku ;),Positiivne
498,"Tellisin kõvaketta. Hind soodne, kaup kiirelt kohal.",Positiivne
499,Tellisin ventika. Tellimine ja kohaletoimetamine käis kiirelt. Suhtumine klienti väga hea :),Neutraalne
500,"Hea hind, kiire tarne ja lugupidav teenindus.",Positiivne
501,"Väga positiivne ostukogemus. Olen sealt juba mitu asja tellinud. Kirjadele vastatakse  kiiresti,teenindajad on  sõbralikud ning abivalmis.Kaup on korralik, hinnad head. Soovitan!",Positiivne
502,"Üllatavalt kiire ja meeldiv teenindus. Kaup aus,hinnad head.Tartust Kuressaarde pakk kätte alla 24 tunni. Soovitan soojalt!",Positiivne
504,Olen tellinud juba mitme aasta jooksul ja pole pettuma pidanud.,Positiivne
505,Teenindus hea. Kaup kiirelt ja probleemideta. 5+,Positiivne
508,OX-il on kõvad hinnad peaks mainima.,Negatiivne
509,Tellisin Mediaplayeri. Kaup tuli kiirelt ja oli pealegi hästi pakitud. Teenindus meeldiv. Soovitan,Positiivne
511,"Täitsa normaalne koht. Ise seal ostnud 2 arvutit ja mõlemad töötavad. Hinnad vastasid sellele, mis siin. (Y)",Positiivne
512,"5+ pood nii teeninduse kui ka hinna poolest, soovitan.",Positiivne
516,Korduvalt rahulolev 'klient' :),Positiivne
521,sain kõik jupid ja väga soodsa hinna eest. ,Positiivne
522,kiire teenindus kõik ok!,Positiivne
523,"Sai ka mõned jubinad tellitud,väga 5+ värk.",Positiivne
524,"Tellisin ka mõned arvutiosad. Ühinen eespool nimetatud kiidusõnadega. Tublid,5+!",Positiivne
525,Tellisin ühe jahuti (nädalavahetusel) ja kohe esmaspäeval toodi koju ukse taha ära .,Positiivne
527,"Hea ja kiire teenindus, soovitan!",Positiivne
530,"Tellisin mälud ja omast lollusest valisin valed. Kuid Nemad, OÜ Galador Grupp'ist, tulid mulle vastu ja ma sain võimaluse vahetada oma kauba sobiliku vastu välja. Hea meel on näha sellist meeldivat ja vastutulelikku teenindust.",Positiivne
532,ModiKomp on aegade algusest saadik olnud väga PRO ;),Positiivne
533,Suurepärane  netipood =),Positiivne
534,Sain kaableid ja pastat. Jäin rahule.!,Positiivne
537,"Tellisin GTX470 veeploki, peale maksmist läks nädal ja pool kui toodi kohale, kuna olin jala vahepeal kahekorra väänanud siis toodi kenasti uksetaha ära. Igati positiivne firma, varem olen igasugu modimis kaupa tellinud, ventilaatorid, kinnitused, kaabli sliivid jne.",Positiivne
538,"Ostsin Xbox360. Oli hea pakkumine, tuli kiirelt kohale ja oli hästi pakitud. Positiivne!",Positiivne
539,"Poodi neti lehel on mälu 1G Pc 3200 kohta info et on laos ,käisin 09.09 poodis et osta. Ei ole poodis,ei ole laos,ei saa tellida,myyja vasdas ja vaadas mint sellise pilguga,et sinne poodi kyl ei ole vaja uuesdi menna.",Neutraalne
543,+,Positiivne
544,"See vist ainuke pood eestis kust veidi spetsiifilisemat kaupa võib saada.Ise tellisin väga norm hinnaga Corsairi 800D korpuse ja BeQuiet 1200w toiteka.Kümmekond päeva läks aega,kaup kenasti kohal.",Positiivne
545,Sai ostetud uus videokaart alguses oli nata probleeme saatsin garantiise kus läks ikka päris kaua aega aga nüüd video käes ja asi tip top.,Neutraalne
547,Olen ise ka paar ostu teinud.,Positiivne
548,Meeldivalt kiire reageerimine kirjadele. Samuti ei ületanud ka tarneaeg lubatud ajavahemikku.,Positiivne
549,"hea teenindus, normaalsed hinnad",Positiivne
550,"Sain kauba kätte,kõik korras.Jäin rahule.",Positiivne
551,"Päris mitmed asjad tellinud sealt ja asjad on väga kiirelt kohale jõudnud ja pole probleeme olnud.Minu meelest väga hea koht,hinnad ka head.",Positiivne
552,"väga meeldiv teenindus, teistest pooditest ei leidnud mida otsisin, seal oli olemas ja veel väga mitmes valikus !",Positiivne
553,"Sai ostetud laadija Nikon MH-71 hind oli 349EEK. tellsin ära ennem järele minekut vaatasin veel toodet veebipoes oh sa üllatust hida oli langetatud veel. Siis mõtlesin, et miks ma nüüd ei tellinud, kuid minu tuju muutus. Vaatasin e-maili, kirjas seisis, kuna me langetasin veel toote hinda, siis kanname ülejäänud summa teie kontole. Seega 5+. Toode oli kõige alg hinnaga 699EEK ja mina sain 174EEK. Seega kiitus :)",Positiivne
554,"Kiidan teenindust, peale ostukorvi ära saatmist läks 15min mööda helistati, lepiti kauba tarneajas ja kõiges muus kokku. Kaup oli õigeaegselt ka kohal. Kiidan 5+.",Positiivne
555,"Ostsin monitori, kiire, viisakas ja hea teenindus. soovitan:)",Positiivne
556,"mugav veebipood, meeldiv kliendiga suhtlemine. Igati soovitan, tellin teine kordki!",Positiivne
557,"mugav veebipood, sõbralik klienditeenindus.",Positiivne
558,toode oli lubatud 0-1 pÃ¥eva et kaub jouab minuni aga pidin ootama 4 pÃ¥eva alles siis sain kauba katte tarne suhtes on vaga vaga aeglased,Neutraalne
559,"Jan- siis pead kooli lugemistõppima minema, seliseid lubadusi meielehelt ei leia.",Neutraalne
560,Tellisin sealt printerile värvid. Kõige odavamad värvid olid!  Sain kätte päev hiljem aga muidu ikka sain kätte.,Positiivne
561,sain kÃµik jupid ja vÃ¤ga soodsa hinna eest.Ma olen rahul ka.,Positiivne
