number,suffix,pos,form,ending
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,is,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,datega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,atega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,tega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,id,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,aid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,daid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,aini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,daini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,aiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,daiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,iks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,data,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,alt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,al,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,da,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,enda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,nda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,asse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,das,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,as,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,aga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,daga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,at,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,dani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,endaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,daks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,ndaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))6\.$,aks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,teta,N,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,eteta,N,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,meteta,N,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,meilt,N,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ilt,N,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,eilt,N,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,metelt,N,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,telt,N,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,etelt,N,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,il,N,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,meil,N,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,eil,N,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,etel,N,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,metel,N,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,eile,N,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,ile,N,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,meile,N,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,etele,N,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,metele,N,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,meist,N,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,ist,N,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,eist,N,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,etest,N,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,metest,N,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,eina,N,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,ina,N,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,meina,N,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,tena,N,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,metena,N,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,etena,N,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,mete,N,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,ete,N,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,meisse,N,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,isse,N,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,eisse,N,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,metesse,N,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,etesse,N,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,tesse,N,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,meis,N,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,is,N,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,eis,N,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,etes,N,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,metes,N,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,tes,N,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,etega,N,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,metega,N,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,ed,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7$,med,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7$,eid,N,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,eini,N,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,meini,N,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,ini,N,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,eteni,N,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,meteni,N,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,teni,N,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,iks,N,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,eiks,N,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,meiks,N,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,teks,N,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,eteks,N,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,meteks,N,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,meta,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,eta,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,elt,N,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,melt,N,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,mel,N,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7$,ena,N,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,mena,N,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,messe,N,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,esse,N,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,eni,N,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,meni,N,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,eks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,meks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,ateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,teta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,dateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,endateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ilt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,endailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,dailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,telt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,datelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,atelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,il,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,endail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,dail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,ail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7$,datel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,atel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,aile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,ile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,daile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7$,datele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,atele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7$,ist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,aist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,daist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,atest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,datest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7$,ina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,aina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,daina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,atena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,datena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7$,date,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,endate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,ate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,isse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,aisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,daisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,atesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,is,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,endais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,dais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7$,ates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,endates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,dates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7$,datega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,atega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,endatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7$,dad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7$,endad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7$,aid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,daid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,aini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,daini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,ini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,ateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,endateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,dateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7$,aiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,daiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,iks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7$,dateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,endateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,endata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,data,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,ata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,endalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,alt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,ndalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,dalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7$,endal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7$,al,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7$,endale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7$,dale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7$,ale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7$,ast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7$,dast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7$,endast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7$,dana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,endana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,ana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,enda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,dasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,endasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,asse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7$,endas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7$,as,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7$,aga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7$,daga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7$,at,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7$,dat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7$,endat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7$,dani,O,sg ter,ni
